"[0, 1, 2, 3, 4]",[40],[10],[33],[32],[18],[11],[29],[7],[5],[8],[21],[30],[0],[45],[9],[16],[2],[37],[22]
"('features', 5)","('layer', 34)","('learning', 43)","('valore', 17)","('peso', 32)","('sicuro', 56)","('rete', 19)","('probabilit', 62)","('dati', 20)","('system', 17)","('learning', 54)","('circuito', 32)","('sqft', 18)","('campo', 38)","('flusso', 47)","('layer', 39)","('problem', 16)","('layer', 18)","('pattern', 29)","('self', 29)"
"('soluzione', 4)","('kernel', 30)","('nearest', 33)","('ogni', 14)","('altezza', 32)","('rischioso', 32)","('training', 19)","('densit', 34)","('sequence', 18)","('lilla', 12)","('machine', 43)","('training', 31)","('year', 18)","('conduttore', 38)","('sezione', 29)","('feature', 28)","('sequence', 13)","('classi', 15)","('momentum', 16)","('series', 23)"
"('esercizio', 3)","('dataset', 23)","('neighbor', 32)","('dataset', 14)","('distanza', 18)","('learning', 28)","('layer', 17)","('dato', 31)","('feature', 16)","('dataset', 10)","('university', 29)","('fisica', 24)","('features', 16)","('capacit', 31)","('velocit', 28)","('scaling', 17)","('rete', 12)","('dato', 15)","('valore', 13)","('keras', 15)"
"('interrupt', 3)","('input', 19)","('machine', 30)","('istanze', 14)","('immagini', 17)","('campo', 25)","('input', 16)","('layer', 28)","('pu', 14)","('valore', 10)","('press', 28)","('corrente', 18)","('regression', 13)","('due', 21)","('campo', 25)","('maps', 13)","('data', 11)","('bayes', 15)","('caso', 12)","('return', 14)"
"('esempi', 3)","('modo', 16)","('universit', 29)","('modello', 13)","('data', 15)","('machine', 24)","('leaky', 16)","('posteriori', 21)","('vector', 13)","('layer', 9)","('campo', 25)","('ogni', 17)","('funzione', 13)","('elettrico', 20)","('fluido', 24)","('import', 11)","('layer', 10)","('essere', 14)","('numero', 12)","('input', 14)"
"('livello', 2)","('iperparametri', 15)","('roma', 29)","('essere', 12)","('dati', 14)","('oreilly', 24)","('network', 15)","('data', 19)","('essere', 12)","('info', 9)","('corrente', 25)","('generale', 17)","('feature', 10)","('generale', 17)","('tubo', 24)","('convolutional', 10)","('iris', 10)","('classificazione', 14)","('vincoli', 12)","('def', 13)"
"('modalitdi', 2)","('dimensione', 15)","('tre', 29)","('neuroni', 12)","('dataset', 12)","('media', 24)","('reward', 15)","('output', 19)","('valori', 12)","('register', 8)","('cambridge', 18)","('transitori', 16)","('corrente', 10)","('raggio', 16)","('superficie', 18)","('depth', 10)","('stato', 9)","('ogni', 12)","('separabili', 11)","('time', 13)"
"('blablabla', 2)","('output', 15)","('dipartimento', 29)","('pu', 11)","('essere', 12)","('tensor', 16)","('output', 14)","('punto', 18)","('training', 12)","('dati', 8)","('riferimenti', 13)","('galli', 16)","('spazio', 10)","('magnetico', 16)","('vettoriale', 18)","('input', 10)","('funzione', 9)","('probabilit', 12)","('variabili', 11)","('feature', 13)"
"('nti', 2)","('parametri', 12)","('ingegneria', 29)","('system', 11)","('prof', 12)","('data', 16)","('logistic', 13)","('input', 17)","('set', 12)","('tempo', 8)","('circuito', 12)","('circuiti', 16)","('valore', 9)","('funzione', 15)","('tempo', 16)","('possiamo', 10)","('state', 8)","('module', 12)","('activation', 10)","('training', 12)"
"('uuna', 1)","('esempio', 12)","('anno', 29)","('input', 10)","('davide', 12)","('scikit', 13)","('state', 12)","('unit', 17)","('split', 11)","('numero', 8)","('statistical', 12)","('continuar', 16)","('attention', 9)","('potenziale', 15)","('carica', 16)","('rarbrc', 9)","('esempio', 8)","('massimizzare', 12)","('loss', 10)","('valore', 11)"
